price,link,image,city,name,location,roomtype,detailed_location,bedrooms,beds,listed_price,rating,full_rating,amenities,review_number
736.0,http://airbnb.com/rooms/295565?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=087d7e80-cf67-472d-ac70-03c2145f0697,https://a0.muscache.com/im/pictures/3150798/dd26acae_original.jpg?im_w=240,San Francisco,SF BedRM 4 ,San Francisco,Private room,Excelsior,1,1,736,4.75,4.75 out of 5 stars from 9 reviews,"Kitchen, Wifi, Dryer, Washing machine, Heating",9.0
736.0,http://airbnb.com/rooms/1331239?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=073d35f6-a49e-443b-abbc-f4fdfac461d7,https://a0.muscache.com/im/pictures/32357920/edacb3af_original.jpg?im_w=240,Berlin,Quiet gardenhouse near Potsd. Platz ,Berlin,Entire flat,Tiergarten,1,2,1471,4.29,4.29 out of 5 stars from 7 reviews,"Wifi, Kitchen, TV, Washing machine, Heating",7.0
736.0,http://airbnb.com/rooms/37872970?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=073d35f6-a49e-443b-abbc-f4fdfac461d7,https://a0.muscache.com/im/pictures/9d236cab-55bf-495e-91c6-84b43a6da6f6.jpg?im_w=240,Berlin,Ferienhaus  Hans Teltow ,Teltow,Entire chalet,Zehlendorf,1,2,1471,4.8,4.80 out of 5 stars from 10 reviews,"Wifi, Kitchen, Free parking on premises, Indoor fireplace, TV, Toilet paper, Soap, Towels, Pillows, Bed linens, Heating, Hair dryer, Fire extinguisher",10.0
736.0,http://airbnb.com/rooms/19523886?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=8df899a7-83f4-4cc5-89f8-ef71165d373c,https://a0.muscache.com/im/pictures/15ae59d8-2c60-46a3-ad27-a851b1e9bb24.jpg?im_w=240,Taipei,Taipei MRT Hongshulin Riverview Studio ,Tamsui District,Entire apartment,Tamsui District,1,2,1471,4.92,4.92 out of 5 stars from 15 reviews,"TV, Gym, Air conditioning, Kitchen, Pool, Hangers, Hair dryer, Lift, Smoke alarm",15.0
734.0,http://airbnb.com/rooms/31138895?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=3b5f90fb-27e2-47ee-a6c1-fbcdb0d0ec22,https://a0.muscache.com/im/pictures/d7a74227-2e97-4bb3-9332-fa63ac3c38b0.jpg?im_w=240,Berlin,Prenzlauer Berg close to  Kastanienallee ,Berlin,Entire flat,Prenzlauer Berg,Studio,2,1467,4.9,4.90 out of 5 stars from 49 reviews,"Wifi, Kitchen, Iron, Laptop-friendly workspace, Hangers, Hair dryer, Toilet paper, Soap, Towels, Pillows, Bed linens, Heating, Smoke alarm, High chair",49.0
733.0,http://airbnb.com/rooms/6778090?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=9aac3d00-bda0-4b87-83c5-a31957870640,https://a0.muscache.com/im/pictures/85594244/5883e163_original.jpg?im_w=240,London,A* Small Cosy Room in Friendly House ,London,Private room,LB of Ealing,1,1,733,4.0,4.0 out of 5 stars from 3 reviews,"Free parking on premises, Wifi, Kitchen, Dryer, Laptop-friendly workspace, TV, Hangers, Washing machine, Heating, Toilet paper, Soap, Towels, Pillows, Bed linens",3.0
733.0,http://airbnb.com/rooms/10150463?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=779751f1-02f7-4965-b8f5-ff3b1846b6fa,https://a0.muscache.com/im/pictures/207e67e7-8511-4cd0-af8a-3133d0e382e8.jpg?im_w=240,Taipei,H House Oasis nxt NTU Single Room ,Da’an District,Private room,Da’an District,1,1,733,4.93,4.93 out of 5 stars from 41 reviews,"Lift, Kitchen, Wifi, Hair dryer, Hangers, Cable TV, Laptop-friendly workspace, Toilet paper, Soap, Towels, Pillows, Bed linens",41.0
733.0,http://airbnb.com/rooms/34372127?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=0a745b7d-1a60-44b6-b4f4-fbe0feacdaf9,https://a0.muscache.com/im/pictures/818bf0cd-d55b-4890-80d2-9ba4b1603dc2.jpg?im_w=240,Buenos Aires,Espacio Guatemala VII A Palermo Hollywood ,Palermo,Entire flat,Palermo,1,1,733,4.74,4.74 out of 5 stars from 31 reviews,"Lift, Wifi, Kitchen, Cable TV, Washing machine, Laptop-friendly workspace, Air conditioning, TV, Hangers, Toilet paper, Soap, Towels, Pillows, Bed linens",31.0
732.0,http://airbnb.com/rooms/31030301?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=b1e404e8-93b7-430f-a141-ee2a0fc074fd,https://a0.muscache.com/im/pictures/d5f748be-1c4b-436b-af54-3a0b575e3801.jpg?im_w=240,Berlin,Green Oasis in Artistic Apartment ,Berlin,Private room,Wedding,1,1,732,4.26,4.26 out of 5 stars from 59 reviews,"Wifi, Kitchen, Iron, Laptop-friendly workspace, Hangers, Hair dryer, Washing machine, Toilet paper, Soap, Towels, Pillows, Bed linens",59.0
732.0,http://airbnb.com/rooms/5768746?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=c568ff6c-b924-4888-bebd-ac1e17ee85c1,https://a0.muscache.com/im/pictures/1c8b6c11-5091-47d5-aa29-9acd5fdd3457.jpg?im_w=240,Berlin,welcome to neucozykölln ,Berlin,Private room,Neukölln,1,1,732,4.86,4.86 out of 5 stars from 21 reviews,"Wifi, Kitchen, Iron, Laptop-friendly workspace, Hangers, Hair dryer, Washing machine, Toilet paper, Soap, Towels, Pillows, Bed linens, Heating",21.0
729.0,http://airbnb.com/rooms/43345146?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=1162144b-e872-4879-8bfd-6d298534f62d,https://a0.muscache.com/im/pictures/1197d3f0-ea7a-47c3-aacf-72d03b1ddb82.jpg?im_w=240,London,Quiet single room in spacious light 2 bedroom flat ,London,Private room,Wimbledon,1,1,729,5.0,5.0 out of 5 stars from 3 reviews,"Wifi, Breakfast, Kitchen, Indoor fireplace, Cable TV, Laptop-friendly workspace, Hair dryer, TV, Iron",3.0
725.0,http://airbnb.com/rooms/2706351?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=e95776d2-17d4-49d4-bfe2-a41c1cd055aa,https://a0.muscache.com/im/pictures/7699aeb8-c3f7-40da-b679-ae18d32911c3.jpg?im_w=240,Berlin,Artistic & cosy room next to Mitte ,Berlin,Private room,Wedding,2,1,725,4.5,4.50 out of 5 stars from 9 reviews,"Free parking on premises, Wifi, Kitchen, Washing machine, Toilet paper, Soap, Towels, Pillows, Bed linens, Heating",9.0
723.0,http://airbnb.com/rooms/6163113?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=484c1614-e0c5-4383-8bfe-e2dca8c3e86b,https://a0.muscache.com/im/pictures/78858561/7e858201_original.jpg?im_w=240,Seoul,Micasa@Seoul: Home away from home ,Mapo,Entire flat,Mapo,1,3,2170,4.91,4.91 out of 5 stars from 234 reviews,"Lift, Kitchen, Wifi, Iron, Hair dryer, Hangers, Toilet paper, Soap, Towels, Pillows, Bed linens, Laptop-friendly workspace, Heating, TV",234.0
721.0,http://airbnb.com/rooms/899265?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=8bb1af80-21a4-4109-8a49-06be8d700299,https://a0.muscache.com/im/pictures/17463314/76bb72eb_original.jpg?im_w=240,Berlin,A View of Trees in Friedrichshain ,Berlin,Private room,Friedrichshain,1,1,721,4.38,4.38 out of 5 stars from 9 reviews,"Wifi, Kitchen, Laptop-friendly workspace, Washing machine, Toilet paper, Soap, Towels, Pillows, Bed linens, Heating, Smoke alarm",9.0
721.0,http://airbnb.com/rooms/9977892?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=3b5f90fb-27e2-47ee-a6c1-fbcdb0d0ec22,https://a0.muscache.com/im/pictures/5fda9ccf-1e1e-4c6d-9d3f-6a0b5ae5a06b.jpg?im_w=240,Berlin,1BettZimmer  Bad+Küche gemeinsam ,Berlin,Private room,Fennpfuhl,1,1,721,4.85,4.85 out of 5 stars from 151 reviews,"Free parking on premises, Lift, Wifi, Kitchen, Iron, Laptop-friendly workspace, Hangers, Hair dryer, Washing machine",151.0
719.0,http://airbnb.com/rooms/10047044?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=a31b21e1-a59b-4b37-82d9-32ee0ded8330,https://a0.muscache.com/im/pictures/18395f2c-3353-4111-869b-dcd2a9696569.jpg?im_w=240,Taipei,"台北市東區安靜採光好 公寓,獨立房間一大床,乾淨房間 ",Xinyi District,Private room,Xinyi District,1,1,719,4.91,4.91 out of 5 stars from 48 reviews,"Kitchen, Wifi, Dryer, Heating, Iron, Hair dryer, Hangers, Cable TV, Washing machine, Laptop-friendly workspace",48.0
718.0,http://airbnb.com/rooms/11701897?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=5d3b9e98-def3-4b96-921e-aa7c1183c4fb,https://a0.muscache.com/im/pictures/4a43c947-2436-4cb8-9c13-de02162d587e.jpg?im_w=240,Taipei,Cozy sunny home next to NTU and MRT stn in Taipei ,Da’an District,Private room,Da’an District,1,1,718,4.83,4.83 out of 5 stars from 72 reviews,"Kitchen, Wifi, Iron, Hair dryer, Hangers, Cable TV, Washing machine, Laptop-friendly workspace",72.0
717.0,http://airbnb.com/rooms/16467653?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=e95776d2-17d4-49d4-bfe2-a41c1cd055aa,https://a0.muscache.com/im/pictures/9a749e90-2cf3-473f-aaa2-a81cd4b4c3e7.jpg?im_w=240,Berlin,Lake Side Rest ENJOY ,Berlin,Private room,Wilhelmstadt,1,1,717,4.29,4.29 out of 5 stars from 15 reviews,"Wifi, Kitchen, Hair dryer, Washing machine, Toilet paper, Soap, Towels, Pillows, Bed linens, Heating, Smoke alarm, Paid parking off premises, Free on-street parking",15.0
715.0,http://airbnb.com/rooms/42798072?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=b89a4699-ed50-46dd-8f13-2671d5d0bed5,https://a0.muscache.com/im/pictures/daa2c582-d028-4c4f-8005-b3e40095e6d4.jpg?im_w=240,Hyderabad,Merlin Studios 1BHK Flats Gachibowli ,Hyderabad,Entire apartment,Hyderabad,1,1,715,4.67,4.67 out of 5 stars from 3 reviews,"Kitchen, Wifi, Free parking on premises, Iron, Breakfast, Hangers, Laptop-friendly workspace, Dryer",3.0
715.0,http://airbnb.com/rooms/14241304?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=d62bc400-0dbb-45f9-aa49-df240b912650,https://a0.muscache.com/im/pictures/e2678f3a-430a-4f0d-9995-5ce7c2336556.jpg?im_w=240,Taipei,"MRT 一 分鐘, 交通便利 可住6人 ,鄰近東區商圈,台北101， ",Da’an District,Entire flat,Da’an District,3,4,2860,4.86,4.86 out of 5 stars from 157 reviews,"Kitchen, Wifi, Heating, Iron, Hair dryer, Hangers, Cable TV, Washing machine, Laptop-friendly workspace, Toilet paper, Soap, Towels, Pillows, Bed linens",157.0
714.0,http://airbnb.com/rooms/13400284?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=b5a3de69-e287-470a-bb01-3a8e7a88823b,https://a0.muscache.com/im/pictures/eb2bc5a3-bdcc-41a0-acdc-def1d8e43f95.jpg?im_w=240,Hyderabad,Nice affordable 2bhk at Sri Nagar Colony ,Hyderabad,Entire apartment,Hyderabad,2,2,1427,4.43,4.43 out of 5 stars from 11 reviews,"Lift, Kitchen, Wifi, Hair dryer, Free parking on premises, Iron, Breakfast, Hangers",11.0
714.0,http://airbnb.com/rooms/19820499?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=b5a3de69-e287-470a-bb01-3a8e7a88823b,https://a0.muscache.com/im/pictures/771391fe-9892-4267-b97f-89f2728b7799.jpg?im_w=240,Hyderabad,JubileeHomes. Stay comfortably in peace. ,Hyderabad,Entire flat,Hyderabad,2,2,1427,4.25,4.25 out of 5 stars from 5 reviews,"Lift, Kitchen, Wifi, Free parking on premises, TV, Air conditioning, Toilet paper, Soap, Towels, Pillows, Bed linens",5.0
714.0,http://airbnb.com/rooms/36966314?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=5e25ab3b-f4e3-42aa-8b3c-f0c24f45d7fb,https://a0.muscache.com/im/pictures/762790b5-7c17-4095-aa50-f48fc8dbf7eb.jpg?im_w=240,London,Cheap Bright room in Central London ,Greater London,Private room,Bow,1,1,714,4.33,4.33 out of 5 stars from 9 reviews,"Lift, Wifi, Breakfast, Kitchen, Hair dryer, Iron, Hangers, Washing machine, Heating",9.0
712.0,http://airbnb.com/rooms/44227165?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=1b660edd-8be7-4238-89ab-d604979abb7a,https://a0.muscache.com/im/pictures/92b19773-d5c0-4a51-b632-53aea63cc5cd.jpg?im_w=240,Berlin,Gemütliche 2ZiWohnung (30' bis ZentrumBerlin) ,Hohen Neuendorf,Entire flat,Hohen Neuendorf,2,2,1424,4.88,4.88 out of 5 stars from 8 reviews,"Free parking on premises, TV, Hair dryer, High chair, Private entrance, First aid kit, Toilet paper, Soap, Towels, Pillows, Bed linens, Free on-street parking, Heating",8.0
710.0,http://airbnb.com/rooms/32882636?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=05c6f65d-b37a-4f4f-a787-fd8e63d24125,https://a0.muscache.com/im/pictures/f1968701-39e3-4477-b18d-0f20787b670c.jpg?im_w=240,Taipei,瑞心療藝私人公寓RuiHeartArt Apartment/Hostel單人房Single Rm. ,大同區,Private room,大同區,1,1,710,4.42,4.42 out of 5 stars from 19 reviews,"Kitchen, Wifi, Dryer, Heating, Hair dryer, Hangers, Cable TV, Washing machine, Laptop-friendly workspace, Toilet paper, Soap, Towels, Pillows, Bed linens",19.0
710.0,http://airbnb.com/rooms/920932?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=bee3de80-7a9e-47d4-825f-d9585bfc82a7,https://a0.muscache.com/im/pictures/58308632/a4517406_original.jpg?im_w=240,London,South London Garden Studio for two ,Croydon,Private room,LB of Croydon,1,1,710,4.46,4.46 out of 5 stars from 30 reviews,"Free parking on premises, Wifi, Kitchen, Indoor fireplace, Dryer, Laptop-friendly workspace, TV, Iron, Hangers",30.0
710.0,http://airbnb.com/rooms/plus/30404912?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=b8328ee0-00d8-4842-9875-dd31bdd7efd8,https://a0.muscache.com/im/pictures/a761d46d-ca26-4331-bb1f-31a6aa204cea.jpg?im_w=1240,Buenos Aires,Recoleta Studio. Walk to Museums From a Cosy Studio ,Recoleta,Entire flat,Recoleta,Studio,1,710,5.0,5.0 out of 5 stars from 57 reviews,"N, o,  , A, m, e, n, i, t, i, e, s,  , L, i, s, t, e, d, ., ., .",57.0
710.0,http://airbnb.com/rooms/668819?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=e6294e4b-09b5-4810-bac5-2426aa3f66d7,https://a0.muscache.com/im/pictures/8789146/9e3cebee_original.jpg?im_w=240,London,Single Room to let in Clean House ,London,Private room,LB of Waltham Forest,1,1,710,4.89,4.89 out of 5 stars from 127 reviews,"Wifi, Breakfast, Kitchen, Cable TV, Dryer, Laptop-friendly workspace, Hair dryer, TV, Iron",127.0
710.0,http://airbnb.com/rooms/15559518?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=aceae37f-ce35-4819-89c5-22dd6b49feeb,https://a0.muscache.com/im/pictures/b252ff4e-7a48-4745-94e9-f24b30efe8c9.jpg?im_w=240,Berlin,Eine grüne Oase mitten in Kreuzberg ,Berlin,Entire flat,Kreuzberg,2,2,1421,5.0,5.0 out of 5 stars from 3 reviews,"Wifi, Kitchen, Dryer, Laptop-friendly workspace, Hangers, Hair dryer, Washing machine, Toilet paper, Soap, Towels, Pillows, Bed linens",3.0
706.0,http://airbnb.com/rooms/6950763?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=8ceff615-ffec-4d42-a3be-53dfe6f22a44,https://a0.muscache.com/im/pictures/88076859/91c92e8f_original.jpg?im_w=240,London,Single Room.Shared house.30 min to Center. Zone3 . ,London,Private room,LB of Newham,1,1,706,4.22,4.22 out of 5 stars from 18 reviews,"Wifi, Kitchen, Laptop-friendly workspace, Hair dryer, TV, Iron, Hangers, Heating, Toilet paper, Soap, Towels, Pillows, Bed linens",18.0
704.0,http://airbnb.com/rooms/1796729?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=MONTHLY_STAYS&display_extensions%5B%5D=DATED_LTS&federated_search_id=4d2a3ed7-5c1a-44bf-a36b-680c54efcf01,https://a0.muscache.com/im/pictures/1735d007-e0f4-4ab9-942c-a119bb23814e.jpg?im_w=240,Berlin,Green in the City ,Berlin,Private room,Pankow,1,1,704,4.6,4.60 out of 5 stars from 73 reviews,"Wifi, Kitchen, Iron, Laptop-friendly workspace, Hangers, Hair dryer, Washing machine, Toilet paper, Soap, Towels, Pillows, Bed linens, Heating",73.0
704.0,http://airbnb.com/rooms/42016106?check_in=2021-01-01&check_out=2021-04-30&previous_page_section_name=1000&display_extensions%5B%5D=DATED_LTS&display_extensions%5B%5D=MONTHLY_STAYS&federated_search_id=1e16654e-c1a9-474f-bc14-1aa8e23b45d8,https://a0.muscache.com/im/pictures/7ae1bebc-6d59-44ad-ab2e-4be1f617758f.jpg?im_w=240,Seoul,더힐B #낙성대역 #2분 #서울대 Nakseongdae 2 min/nearSNUniv. ,"Haengundong, Gwanakgu",Entire apartment,Gwanak,1,1,704,4.81,4.81 out of 5 stars from 27 reviews,"Kitchen, Wifi, Hair dryer, Cable TV, Hangers, Toilet paper, Soap, Towels, Pillows, Bed linens, Laptop-friendly workspace, Heating, TV",27.0
